protocol_type,service,flag,src_bytes,dst_bytes,class,risk_score,ThreatCategory,Priority,anomaly_pred
tcp,finger,S0,0,0,anomaly,24.238754,Informational,P4-Low,0
tcp,http,REJ,0,0,normal,57.48874,Medium,P2-High,1
tcp,vmnet,REJ,0,0,anomaly,40.976152,Low,P3-Medium,0
tcp,ftp_data,S0,0,0,anomaly,14.512608,Informational,P4-Low,0
tcp,ftp_data,SF,0,61632,normal,28.940088,Low,P3-Medium,0
udp,domain_u,SF,45,77,normal,22.404812,Informational,P4-Low,0
udp,domain_u,SF,43,132,normal,13.755165,Informational,P4-Low,0
tcp,http,SF,308,3222,normal,14.726822,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,39.06513,Low,P3-Medium,0
tcp,http,SF,327,362,normal,1.76293,Informational,P4-Low,0
tcp,http,SF,309,3222,normal,2.621081,Informational,P4-Low,0
tcp,ftp_data,SF,1874,0,normal,13.230393,Informational,P4-Low,0
tcp,http,SF,210,9076,normal,5.345177,Informational,P4-Low,0
tcp,http,SF,300,14320,normal,11.095415,Informational,P4-Low,0
tcp,ftp,SF,1486,4152,normal,50.881665,Medium,P2-High,1
tcp,http,SF,210,5756,normal,11.450304,Informational,P4-Low,0
tcp,private,RSTR,0,0,anomaly,54.836969,Medium,P2-High,1
tcp,http,SF,247,2955,normal,35.244495,Low,P3-Medium,0
tcp,ftp_data,SF,9,0,normal,39.085473,Low,P3-Medium,0
tcp,uucp_path,S0,0,0,anomaly,20.81177,Informational,P4-Low,0
tcp,http,SF,342,2263,normal,2.62443,Informational,P4-Low,0
icmp,ecr_i,SF,520,0,anomaly,37.765218,Low,P3-Medium,0
tcp,http,SF,319,38506,normal,17.248684,Informational,P4-Low,0
tcp,http,SF,193,758,normal,2.372179,Informational,P4-Low,0
udp,domain_u,SF,42,42,normal,11.809706,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,12.025736,Informational,P4-Low,0
tcp,http,SF,174,1733,normal,2.739792,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,41.743551,Low,P3-Medium,0
tcp,http,SF,214,313,normal,0.103928,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,32.995955,Low,P3-Medium,0
tcp,ftp_data,SF,567,0,normal,17.328486,Informational,P4-Low,0
tcp,http,SF,221,2124,normal,9.125077,Informational,P4-Low,0
icmp,ecr_i,SF,1032,0,anomaly,46.768077,Low,P3-Medium,0
tcp,ftp_data,S0,0,0,anomaly,35.501189,Low,P3-Medium,0
tcp,iso_tsap,S0,0,0,anomaly,15.550399,Informational,P4-Low,0
tcp,other,SF,7077,0,normal,41.428968,Low,P3-Medium,0
tcp,http,SF,291,1098,normal,1.271766,Informational,P4-Low,0
tcp,smtp,SF,1085,331,normal,12.234482,Informational,P4-Low,0
icmp,eco_i,SF,30,0,normal,19.77089,Informational,P4-Low,0
tcp,http,SF,273,3070,normal,3.599071,Informational,P4-Low,0
tcp,http,SF,271,8654,normal,3.175703,Informational,P4-Low,0
tcp,mtp,S0,0,0,anomaly,14.677848,Informational,P4-Low,0
tcp,smtp,SF,1413,386,normal,43.391058,Low,P3-Medium,0
tcp,http,REJ,0,0,normal,61.883924,Medium,P2-High,1
tcp,private,S0,0,0,anomaly,14.688119,Informational,P4-Low,0
tcp,http,SF,296,327,normal,0.566027,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,21.123551,Informational,P4-Low,0
tcp,other,REJ,0,0,anomaly,69.472016,Medium,P2-High,1
tcp,private,S0,0,0,anomaly,15.272494,Informational,P4-Low,0
tcp,smtp,SF,855,332,normal,26.721178,Low,P3-Medium,0
tcp,uucp_path,S0,0,0,anomaly,17.564015,Informational,P4-Low,0
tcp,telnet,S0,0,0,anomaly,44.315065,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,15.899298,Informational,P4-Low,0
tcp,http,SF,323,2996,normal,0.762432,Informational,P4-Low,0
tcp,http,SF,216,4894,normal,2.395938,Informational,P4-Low,0
icmp,urp_i,SF,78,0,normal,27.300982,Low,P3-Medium,0
tcp,ftp_data,RSTR,0,0,anomaly,49.198927,Low,P3-Medium,1
tcp,telnet,SF,140,2810,normal,41.173951,Low,P3-Medium,0
icmp,urp_i,SF,78,0,normal,29.902998,Low,P3-Medium,0
udp,domain_u,SF,45,111,normal,19.449316,Informational,P4-Low,0
tcp,smtp,SF,944,329,normal,7.89208,Informational,P4-Low,0
tcp,time,S0,0,0,anomaly,21.413283,Informational,P4-Low,0
tcp,uucp_path,S0,0,0,anomaly,16.892848,Informational,P4-Low,0
tcp,telnet,SF,24,36,normal,43.765805,Low,P3-Medium,0
tcp,daytime,S0,0,0,anomaly,18.749941,Informational,P4-Low,0
tcp,smtp,SF,1387,326,normal,28.904037,Low,P3-Medium,0
tcp,http,SF,317,17733,normal,8.505376,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,42.87581,Low,P3-Medium,0
icmp,eco_i,SF,8,0,anomaly,36.88305,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,20.550197,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,14.575679,Informational,P4-Low,0
tcp,telnet,SF,5167,65909,normal,72.99546,Medium,P2-High,1
tcp,private,REJ,0,0,anomaly,52.531546,Medium,P2-High,1
tcp,http,SF,242,561,normal,13.012942,Informational,P4-Low,0
tcp,http,REJ,0,0,anomaly,39.271557,Low,P3-Medium,0
tcp,http,REJ,0,0,normal,58.019417,Medium,P2-High,1
tcp,private,S0,0,0,anomaly,20.654468,Informational,P4-Low,0
tcp,http,SF,500,8257,normal,3.441953,Informational,P4-Low,0
tcp,http,SF,344,1247,normal,0.055787,Informational,P4-Low,0
tcp,courier,S0,0,0,anomaly,18.439534,Informational,P4-Low,0
udp,private,SF,1,0,anomaly,57.458642,Medium,P2-High,1
tcp,http,SF,227,1047,normal,3.97948,Informational,P4-Low,0
tcp,http,SF,235,2251,normal,9.568652,Informational,P4-Low,0
tcp,http,SF,237,238,normal,12.784045,Informational,P4-Low,0
udp,domain_u,SF,45,83,normal,9.404195,Informational,P4-Low,0
tcp,http,SF,285,811,normal,2.527454,Informational,P4-Low,0
tcp,gopher,S0,0,0,anomaly,16.44943,Informational,P4-Low,0
tcp,hostnames,S0,0,0,anomaly,14.39842,Informational,P4-Low,0
tcp,ftp,SF,326,1054,normal,81.881341,Critical,P1-Critical,1
tcp,http,SF,224,1540,normal,1.413613,Informational,P4-Low,0
tcp,smtp,SF,9654,337,normal,26.366023,Low,P3-Medium,0
tcp,csnet_ns,REJ,0,0,anomaly,41.911328,Low,P3-Medium,0
tcp,smtp,S0,0,0,anomaly,14.973448,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,12.592984,Informational,P4-Low,0
tcp,ftp_data,SF,4539,0,normal,12.64302,Informational,P4-Low,0
tcp,finger,SF,10,0,normal,20.530765,Informational,P4-Low,0
tcp,smtp,SF,2261,332,normal,32.967952,Low,P3-Medium,0
udp,domain_u,SF,45,133,normal,12.707726,Informational,P4-Low,0
icmp,ecr_i,SF,1032,0,anomaly,48.447848,Low,P3-Medium,0
tcp,courier,S0,0,0,anomaly,18.296635,Informational,P4-Low,0
tcp,finger,SF,7,443,normal,11.901324,Informational,P4-Low,0
tcp,daytime,S0,0,0,anomaly,25.195327,Low,P3-Medium,0
tcp,smtp,S1,125,235,normal,46.291132,Low,P3-Medium,0
icmp,eco_i,SF,8,0,anomaly,37.19779,Low,P3-Medium,0
tcp,iso_tsap,REJ,0,0,anomaly,59.042859,Medium,P2-High,1
udp,private,SF,28,0,anomaly,38.132407,Low,P3-Medium,0
tcp,discard,S0,0,0,anomaly,19.538447,Informational,P4-Low,0
udp,other,SF,146,105,normal,42.194098,Low,P3-Medium,0
udp,domain_u,SF,44,136,normal,17.364347,Informational,P4-Low,0
tcp,private,RSTR,0,0,anomaly,60.549945,Medium,P2-High,1
tcp,gopher,REJ,0,0,anomaly,68.573228,Medium,P2-High,1
tcp,smtp,S0,0,0,normal,39.810532,Low,P3-Medium,0
tcp,smtp,SF,129,237,normal,34.095893,Low,P3-Medium,0
tcp,http,SF,212,2739,normal,4.669521,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,18.363431,Informational,P4-Low,0
icmp,ecr_i,SF,520,0,anomaly,25.795101,Low,P3-Medium,0
udp,private,SF,105,147,normal,21.285102,Informational,P4-Low,0
tcp,http,SF,201,1856,normal,1.689129,Informational,P4-Low,0
udp,domain_u,SF,44,44,normal,13.444568,Informational,P4-Low,0
tcp,netbios_ssn,S0,0,0,anomaly,35.731716,Low,P3-Medium,0
tcp,http,SF,196,17602,normal,9.106543,Informational,P4-Low,0
tcp,http,SF,311,7128,normal,4.61113,Informational,P4-Low,0
tcp,supdup,REJ,0,0,anomaly,44.34337,Low,P3-Medium,0
tcp,private,REJ,0,0,anomaly,72.874159,Medium,P2-High,1
udp,domain_u,SF,42,92,normal,24.270568,Informational,P4-Low,0
tcp,name,REJ,0,0,anomaly,42.089938,Low,P3-Medium,0
udp,domain_u,SF,43,79,normal,20.893702,Informational,P4-Low,0
tcp,smtp,SF,1535,326,normal,21.579691,Informational,P4-Low,0
tcp,smtp,SF,755,280,normal,14.775615,Informational,P4-Low,0
tcp,http,SF,214,12326,normal,12.340113,Informational,P4-Low,0
udp,domain_u,SF,43,78,normal,11.249553,Informational,P4-Low,0
udp,domain_u,SF,1,0,anomaly,54.921105,Medium,P2-High,1
tcp,http,SF,214,1718,normal,0.249183,Informational,P4-Low,0
tcp,http,SF,195,9384,normal,8.308944,Informational,P4-Low,0
udp,domain_u,SF,43,75,normal,23.020481,Informational,P4-Low,0
icmp,ecr_i,SF,1032,0,anomaly,45.834699,Low,P3-Medium,0
tcp,finger,SF,10,139,normal,29.072836,Low,P3-Medium,0
tcp,smtp,SF,2066,386,normal,31.712825,Low,P3-Medium,0
tcp,ftp_data,SF,151,0,normal,15.311851,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,40.185863,Low,P3-Medium,0
udp,domain_u,SF,42,70,normal,14.45201,Informational,P4-Low,0
tcp,http,SF,238,306,normal,5.460534,Informational,P4-Low,0
tcp,ftp_data,SF,252,0,normal,14.171677,Informational,P4-Low,0
tcp,http,S0,0,0,anomaly,42.953318,Low,P3-Medium,0
tcp,ssh,REJ,0,0,anomaly,43.395745,Low,P3-Medium,0
udp,other,SF,145,105,normal,55.55816,Medium,P2-High,1
tcp,smtp,SF,1247,330,normal,36.184824,Low,P3-Medium,0
tcp,ftp_data,S0,0,0,anomaly,18.189459,Informational,P4-Low,0
tcp,auth,SF,9,38,normal,14.533699,Informational,P4-Low,0
tcp,gopher,S0,0,0,anomaly,15.557963,Informational,P4-Low,0
tcp,http,SF,213,1963,normal,1.704527,Informational,P4-Low,0
tcp,smtp,S0,0,0,anomaly,13.124985,Informational,P4-Low,0
icmp,eco_i,SF,8,0,anomaly,37.182503,Low,P3-Medium,0
tcp,telnet,S0,0,0,anomaly,34.548343,Low,P3-Medium,0
tcp,telnet,SF,102,3741,normal,30.142112,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,14.810687,Informational,P4-Low,0
icmp,eco_i,SF,8,0,anomaly,36.828727,Low,P3-Medium,0
tcp,ftp_data,S0,0,0,anomaly,16.367276,Informational,P4-Low,0
tcp,other,REJ,0,0,anomaly,72.95265,Medium,P2-High,1
tcp,private,REJ,0,0,anomaly,66.897385,Medium,P2-High,1
tcp,efs,S0,0,0,anomaly,14.13148,Informational,P4-Low,0
tcp,http,SF,54540,8314,anomaly,34.980077,Low,P3-Medium,0
tcp,smtp,SF,2481,367,normal,15.731684,Informational,P4-Low,0
tcp,http,SF,257,545,normal,6.588074,Informational,P4-Low,0
tcp,Z39_50,S0,0,0,anomaly,28.594897,Low,P3-Medium,0
tcp,other,REJ,0,0,anomaly,80.28906,Critical,P1-Critical,1
tcp,exec,S0,0,0,anomaly,15.996937,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,43.173483,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,16.147435,Informational,P4-Low,0
tcp,http,SF,287,2459,normal,3.529142,Informational,P4-Low,0
tcp,daytime,S0,0,0,anomaly,21.169079,Informational,P4-Low,0
tcp,http,S0,0,0,anomaly,31.179699,Low,P3-Medium,0
icmp,eco_i,SF,30,0,normal,18.882254,Informational,P4-Low,0
udp,private,SF,1,0,anomaly,56.404224,Medium,P2-High,1
tcp,private,S0,0,0,anomaly,14.337226,Informational,P4-Low,0
tcp,http,SF,281,744,normal,2.61047,Informational,P4-Low,0
udp,domain_u,SF,43,69,normal,13.154812,Informational,P4-Low,0
udp,private,SF,28,0,anomaly,35.825166,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,18.319054,Informational,P4-Low,0
tcp,finger,S0,0,0,anomaly,18.979924,Informational,P4-Low,0
tcp,private,SH,0,0,anomaly,70.583305,Medium,P2-High,1
tcp,http,SF,318,1342,normal,2.038666,Informational,P4-Low,0
tcp,http,REJ,0,0,normal,70.461075,Medium,P2-High,1
tcp,private,S0,0,0,anomaly,13.345807,Informational,P4-Low,0
tcp,http,SF,231,2775,normal,5.740688,Informational,P4-Low,0
tcp,login,S0,0,0,anomaly,18.715132,Informational,P4-Low,0
tcp,http,SF,232,27728,normal,11.587887,Informational,P4-Low,0
tcp,http,SF,226,298,normal,5.414483,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,12.685647,Informational,P4-Low,0
tcp,ftp_data,SF,1339,0,normal,13.615299,Informational,P4-Low,0
icmp,eco_i,SF,8,0,anomaly,41.499568,Low,P3-Medium,0
tcp,http,SF,161,30205,normal,11.207863,Informational,P4-Low,0
tcp,http,SF,295,741,normal,3.77488,Informational,P4-Low,0
tcp,bgp,S0,0,0,anomaly,26.903929,Low,P3-Medium,0
udp,domain_u,SF,43,74,normal,12.023841,Informational,P4-Low,0
tcp,http,SF,225,4257,normal,11.0374,Informational,P4-Low,0
icmp,eco_i,SF,8,0,anomaly,39.656387,Low,P3-Medium,0
tcp,http,SF,201,5606,normal,3.979775,Informational,P4-Low,0
tcp,http,SF,279,3018,normal,1.900018,Informational,P4-Low,0
tcp,http,SF,154,13386,normal,7.57987,Informational,P4-Low,0
udp,domain_u,SF,44,135,normal,21.287399,Informational,P4-Low,0
tcp,smtp,SF,781,334,normal,19.835212,Informational,P4-Low,0
tcp,http,SF,202,1271,normal,1.060955,Informational,P4-Low,0
tcp,ftp,SF,1529,4152,normal,49.489812,Low,P3-Medium,1
tcp,http,S0,0,0,anomaly,33.305952,Low,P3-Medium,0
tcp,vmnet,S0,0,0,anomaly,23.9717,Informational,P4-Low,0
icmp,urp_i,SF,182,0,normal,29.482851,Low,P3-Medium,0
tcp,private,REJ,0,0,anomaly,58.994344,Medium,P2-High,1
tcp,private,REJ,0,0,anomaly,67.642092,Medium,P2-High,1
tcp,http,SF,255,2972,normal,6.812644,Informational,P4-Low,0
tcp,ftp_data,SF,334,0,anomaly,18.799872,Informational,P4-Low,0
tcp,telnet,RSTO,126,179,anomaly,70.091724,Medium,P2-High,1
tcp,telnet,RSTO,0,0,anomaly,45.162241,Low,P3-Medium,0
tcp,http,SF,301,9121,normal,5.217267,Informational,P4-Low,0
tcp,http,SF,180,255639,normal,18.484898,Informational,P4-Low,0
tcp,supdup,S0,0,0,anomaly,17.125772,Informational,P4-Low,0
tcp,http,SF,186,1310,normal,3.386586,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,42.392872,Low,P3-Medium,0
icmp,eco_i,SF,18,0,anomaly,25.847505,Low,P3-Medium,0
tcp,http,S0,0,0,anomaly,36.695554,Low,P3-Medium,0
tcp,http,SF,289,2536,normal,1.301355,Informational,P4-Low,0
tcp,ftp_data,SF,201,0,normal,20.713823,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,17.666286,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,66.982765,Medium,P2-High,1
udp,other,SF,113,0,normal,27.366093,Low,P3-Medium,0
icmp,ecr_i,SF,1032,0,anomaly,44.873846,Low,P3-Medium,0
tcp,http,SF,211,339,normal,6.387093,Informational,P4-Low,0
tcp,http,SF,335,951,normal,11.465263,Informational,P4-Low,0
udp,domain_u,SF,46,82,normal,13.817776,Informational,P4-Low,0
udp,domain_u,SF,24,42,normal,28.210836,Low,P3-Medium,0
tcp,daytime,S0,0,0,anomaly,21.341095,Informational,P4-Low,0
tcp,name,S0,0,0,anomaly,15.711729,Informational,P4-Low,0
tcp,http,SF,207,318,normal,19.004569,Informational,P4-Low,0
udp,private,SF,105,105,normal,31.82354,Low,P3-Medium,0
tcp,http,SF,204,633,normal,14.734309,Informational,P4-Low,0
tcp,daytime,S0,0,0,anomaly,18.327935,Informational,P4-Low,0
tcp,http,SF,339,279,normal,6.991599,Informational,P4-Low,0
icmp,eco_i,SF,18,0,anomaly,24.619237,Informational,P4-Low,0
tcp,hostnames,S0,0,0,anomaly,18.957615,Informational,P4-Low,0
tcp,telnet,S0,0,0,anomaly,13.628215,Informational,P4-Low,0
tcp,sql_net,REJ,0,0,anomaly,40.56005,Low,P3-Medium,0
tcp,ftp_data,SF,9,0,normal,12.597154,Informational,P4-Low,0
tcp,auth,S0,0,0,anomaly,24.133287,Informational,P4-Low,0
tcp,domain,S0,0,0,anomaly,18.324289,Informational,P4-Low,0
tcp,smtp,SF,951,330,normal,25.360301,Low,P3-Medium,0
udp,private,SF,1,0,anomaly,34.069113,Low,P3-Medium,0
tcp,http,SF,244,2316,normal,2.606267,Informational,P4-Low,0
tcp,whois,S0,0,0,anomaly,25.29234,Low,P3-Medium,0
tcp,http,REJ,0,0,normal,56.44923,Medium,P2-High,1
tcp,http,SF,223,3270,normal,14.197753,Informational,P4-Low,0
tcp,auth,REJ,0,0,normal,54.07248,Medium,P2-High,1
tcp,private,S0,0,0,anomaly,22.560205,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,14.906049,Informational,P4-Low,0
tcp,ctf,S0,0,0,anomaly,17.960566,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,17.118615,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,10.886504,Informational,P4-Low,0
tcp,telnet,RSTO,126,179,anomaly,67.61319,Medium,P2-High,1
tcp,private,RSTR,0,0,anomaly,59.321987,Medium,P2-High,1
tcp,private,RSTR,0,0,anomaly,49.838163,Low,P3-Medium,1
tcp,nnsp,S0,0,0,anomaly,21.273119,Informational,P4-Low,0
udp,domain_u,SF,45,73,normal,19.112333,Informational,P4-Low,0
icmp,urp_i,SF,78,0,normal,29.492265,Low,P3-Medium,0
tcp,http,SF,244,4633,normal,10.240074,Informational,P4-Low,0
icmp,eco_i,SF,30,0,normal,40.490448,Low,P3-Medium,0
tcp,telnet,S0,0,0,anomaly,49.194992,Low,P3-Medium,1
tcp,http,SF,209,312,normal,6.929063,Informational,P4-Low,0
tcp,telnet,SF,87,225,normal,17.667922,Informational,P4-Low,0
tcp,http,SF,209,3410,normal,16.743193,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,20.556873,Informational,P4-Low,0
tcp,http,SF,198,366,normal,2.074634,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,47.453194,Low,P3-Medium,0
tcp,http,SF,205,13831,normal,16.067882,Informational,P4-Low,0
tcp,klogin,REJ,0,0,anomaly,43.291143,Low,P3-Medium,0
tcp,whois,REJ,0,0,anomaly,43.708378,Low,P3-Medium,0
tcp,http,SF,252,1352,normal,3.116126,Informational,P4-Low,0
tcp,http,SF,220,1918,normal,0.627992,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,57.867207,Medium,P2-High,1
tcp,ftp_data,REJ,0,0,anomaly,44.136637,Low,P3-Medium,0
tcp,http,SF,298,8673,normal,8.205873,Informational,P4-Low,0
tcp,smtp,SF,601,286,normal,9.362468,Informational,P4-Low,0
tcp,sunrpc,S0,0,0,anomaly,22.800695,Informational,P4-Low,0
tcp,ftp_data,SF,59,0,normal,16.817832,Informational,P4-Low,0
tcp,http,SF,312,8056,normal,6.688236,Informational,P4-Low,0
tcp,uucp,S0,0,0,anomaly,15.667622,Informational,P4-Low,0
udp,domain_u,SF,45,128,normal,10.885376,Informational,P4-Low,0
udp,domain_u,SF,45,45,normal,10.747752,Informational,P4-Low,0
tcp,efs,S0,0,0,anomaly,15.065976,Informational,P4-Low,0
tcp,csnet_ns,S0,0,0,anomaly,27.66809,Low,P3-Medium,0
tcp,systat,REJ,0,0,anomaly,38.299378,Low,P3-Medium,0
tcp,http,SF,304,1412,normal,1.54439,Informational,P4-Low,0
tcp,exec,S0,0,0,anomaly,15.957935,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,13.577094,Informational,P4-Low,0
tcp,http,SF,325,1817,normal,2.246885,Informational,P4-Low,0
tcp,other,SF,3468,0,normal,41.646543,Low,P3-Medium,0
tcp,http,SF,343,520,normal,6.705223,Informational,P4-Low,0
tcp,http,SF,215,755,normal,8.927957,Informational,P4-Low,0
tcp,whois,S0,0,0,anomaly,17.038497,Informational,P4-Low,0
tcp,http,SF,291,5415,normal,7.370183,Informational,P4-Low,0
tcp,ctf,S0,0,0,anomaly,17.778547,Informational,P4-Low,0
tcp,http,SF,326,310,normal,0.115036,Informational,P4-Low,0
icmp,ecr_i,SF,520,0,anomaly,49.869612,Low,P3-Medium,1
tcp,http,SF,231,1187,normal,0.044685,Informational,P4-Low,0
icmp,eco_i,SF,30,0,normal,34.446092,Low,P3-Medium,0
udp,domain_u,SF,45,135,normal,16.074824,Informational,P4-Low,0
tcp,http,SF,198,11607,normal,10.632943,Informational,P4-Low,0
tcp,smtp,SF,11378,1474,normal,36.897252,Low,P3-Medium,0
tcp,http,SF,305,181,normal,1.620297,Informational,P4-Low,0
tcp,http,SF,54540,8314,anomaly,41.259636,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,12.579036,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,25.496588,Low,P3-Medium,0
tcp,private,S0,0,0,anomaly,11.948884,Informational,P4-Low,0
tcp,http,SF,284,657,normal,1.591225,Informational,P4-Low,0
tcp,http,SF,208,1645,normal,4.004083,Informational,P4-Low,0
tcp,http,SF,231,7333,normal,4.235846,Informational,P4-Low,0
icmp,ecr_i,SF,1032,0,anomaly,45.295165,Low,P3-Medium,0
tcp,http,SF,280,3727,normal,4.388419,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,14.112802,Informational,P4-Low,0
tcp,http,S1,343,21900,normal,52.106047,Medium,P2-High,1
tcp,smtp,SF,2491,489,normal,35.600684,Low,P3-Medium,0
tcp,smtp,SF,919,335,normal,22.200302,Informational,P4-Low,0
tcp,http,REJ,0,0,normal,53.807064,Medium,P2-High,1
tcp,http,SF,220,2281,normal,2.448814,Informational,P4-Low,0
tcp,ftp_data,S0,0,0,anomaly,18.442097,Informational,P4-Low,0
tcp,klogin,S0,0,0,anomaly,11.587755,Informational,P4-Low,0
tcp,http,SF,325,3983,normal,12.233293,Informational,P4-Low,0
tcp,iso_tsap,S0,0,0,anomaly,15.359007,Informational,P4-Low,0
tcp,http,SF,230,2661,normal,2.321698,Informational,P4-Low,0
tcp,Z39_50,S0,0,0,anomaly,23.102477,Informational,P4-Low,0
tcp,http,SF,305,2271,normal,0.700356,Informational,P4-Low,0
tcp,http,SF,302,185,normal,4.427665,Informational,P4-Low,0
tcp,http,SF,292,3740,normal,5.363107,Informational,P4-Low,0
tcp,http,SF,54540,8314,anomaly,39.566421,Low,P3-Medium,0
tcp,ftp_data,SF,383,0,normal,24.739598,Informational,P4-Low,0
tcp,iso_tsap,REJ,0,0,anomaly,45.447146,Low,P3-Medium,0
udp,domain_u,SF,31,91,normal,33.426903,Low,P3-Medium,0
tcp,ftp_data,SF,26,0,normal,37.594303,Low,P3-Medium,0
icmp,eco_i,SF,8,0,anomaly,38.811845,Low,P3-Medium,0
tcp,Z39_50,S0,0,0,anomaly,19.651635,Informational,P4-Low,0
tcp,ctf,S0,0,0,anomaly,19.716675,Informational,P4-Low,0
tcp,http,REJ,0,0,normal,60.967838,Medium,P2-High,1
tcp,http,SF,231,5280,normal,2.004592,Informational,P4-Low,0
tcp,http,SF,349,1719,normal,1.318895,Informational,P4-Low,0
udp,other,SF,146,105,normal,36.335278,Low,P3-Medium,0
udp,other,SF,146,105,normal,46.491466,Low,P3-Medium,0
tcp,http,SF,232,14236,normal,18.834451,Informational,P4-Low,0
tcp,ftp_data,SF,567,0,normal,13.267698,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,45.041465,Low,P3-Medium,0
tcp,http,SF,306,8521,normal,2.9069,Informational,P4-Low,0
icmp,ecr_i,SF,30,0,normal,20.808477,Informational,P4-Low,0
tcp,smtp,SF,1029,327,normal,12.389453,Informational,P4-Low,0
tcp,http,SF,299,3162,normal,1.390777,Informational,P4-Low,0
tcp,ftp_data,SF,12,0,normal,14.940634,Informational,P4-Low,0
tcp,private,REJ,0,0,anomaly,76.587969,Critical,P1-Critical,1
udp,domain_u,SF,45,45,normal,14.601906,Informational,P4-Low,0
tcp,smtp,SF,1036,337,normal,12.375976,Informational,P4-Low,0
tcp,daytime,S0,0,0,anomaly,16.364412,Informational,P4-Low,0
tcp,finger,S0,0,0,anomaly,18.976384,Informational,P4-Low,0
tcp,http,REJ,0,0,normal,61.844676,Medium,P2-High,1
tcp,ctf,S0,0,0,anomaly,17.683083,Informational,P4-Low,0
tcp,http,SF,250,273,normal,16.533212,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,14.994944,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,39.991406,Low,P3-Medium,0
tcp,printer,S0,0,0,anomaly,12.846307,Informational,P4-Low,0
tcp,Z39_50,S0,0,0,anomaly,20.271092,Informational,P4-Low,0
tcp,ftp_data,SF,12324,0,normal,18.557622,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,45.846522,Low,P3-Medium,0
tcp,ftp_data,SF,334,0,anomaly,21.951276,Informational,P4-Low,0
tcp,http,SF,193,2969,normal,4.187361,Informational,P4-Low,0
tcp,http,REJ,0,0,normal,63.874493,Medium,P2-High,1
tcp,name,S0,0,0,anomaly,13.540474,Informational,P4-Low,0
tcp,http,SF,256,466,normal,0.044685,Informational,P4-Low,0
tcp,private,S0,0,0,anomaly,20.353879,Informational,P4-Low,0
tcp,echo,S0,0,0,anomaly,18.476535,Informational,P4-Low,0
tcp,http,SF,308,593,normal,0.055787,Informational,P4-Low,0
tcp,http,SF,227,45024,normal,16.006252,Informational,P4-Low,0
tcp,http,SF,166,27660,normal,9.556652,Informational,P4-Low,0
tcp,bgp,S0,0,0,anomaly,19.072513,Informational,P4-Low,0
tcp,ftp_data,S0,0,0,anomaly,15.223625,Informational,P4-Low,0
icmp,ecr_i,SF,30,0,normal,18.520037,Informational,P4-Low,0
tcp,http,S0,0,0,anomaly,39.082924,Low,P3-Medium,0
tcp,http,SF,220,314,normal,13.489269,Informational,P4-Low,0
udp,domain_u,SF,45,45,normal,11.929929,Informational,P4-Low,0
tcp,smtp,S0,0,0,normal,39.275851,Low,P3-Medium,0
icmp,eco_i,SF,8,0,anomaly,41.730776,Low,P3-Medium,0
tcp,http,REJ,0,0,normal,54.709734,Medium,P2-High,1
tcp,http,REJ,0,0,normal,53.69482,Medium,P2-High,1
tcp,telnet,S0,0,0,anomaly,28.866927,Low,P3-Medium,0
tcp,http,SF,189,4766,normal,5.839155,Informational,P4-Low,0
tcp,other,RSTR,1,0,anomaly,69.453222,Medium,P2-High,1
tcp,whois,S0,0,0,anomaly,22.764841,Informational,P4-Low,0
tcp,smtp,SF,845,384,normal,34.645077,Low,P3-Medium,0
tcp,domain,S0,0,0,anomaly,21.895207,Informational,P4-Low,0
